Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Storlek,Antal,Datering,Tidsperiod,Föremålsnummer,Förvärvsnummer,Omnämns i katalog,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Förvärvsmetod,Kontextnamn,Historisk plats,Undersökare,Undersökningsår,latitude,longitude
Permisk halsring,1212_HST,33759,Undernummer: 661,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Permisk halsring - 73,https://samlingar.shm.se/object/81641119-0F0F-4A30-9005-1E8195D43E72,Handel och värdemätare  Arkeologisk samling,Vikt 206.5 g  Diameter 85 mm  Diameter 6 mm,1,800 – 1100,Vikingatid,1212_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1248_HST,33759,Undernummer: 623,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 74,https://samlingar.shm.se/object/D156BB6E-7652-453B-9B34-EE4F272E81E1,Handel och värdemätare  Arkeologisk samling,Vikt 82.5 g  Diameter 80 mm  Bredd 4 mm  Tjocklek 4 mm,1,800 – 1100,Vikingatid,1248_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Permisk halsring,10_HST,33758,Undernummer: 10,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Permisk halsring - 75,https://samlingar.shm.se/object/9260E27E-1DB0-4CC4-8743-145AEC9E222C,Handel och värdemätare  Arkeologisk samling,Vikt 46.4 g  Diameter 52 mm  Diameter 4.5 mm,1,800 – 1100,Vikingatid,10_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
Permisk halsring,53_HST,33758,Undernummer: 60,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Permisk halsring - 76,https://samlingar.shm.se/object/5034378B-CAF8-48C7-8CA3-19ACB050BBE0,Handel och värdemätare  Arkeologisk samling,Vikt 36.5 g  Diameter 61 mm  Diameter 5 mm,1,800 – 1100,Vikingatid,53_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
Konglomerat,110_HST,33758,Undernummer: 172,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Konglomerat - 77,https://samlingar.shm.se/object/861C3369-8557-4E88-9F1F-7484BED83E35,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,Vikt 2950 g,1,800 – 1100,Vikingatid,110_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
Permisk halsring,117_HST,33758,Undernummer: 179,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Permisk halsring - 78,https://samlingar.shm.se/object/2FDAC5A9-F306-4720-996A-E5B3E48EC062,Handel och värdemätare  Arkeologisk samling,Vikt 89.5 g  Diameter 73 mm  Diameter 6 mm,1,800 – 1100,Vikingatid,117_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
spiralring,119_HST,33758,Undernummer: 181,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,spiralring - 79,https://samlingar.shm.se/object/6278A060-0A13-43AD-85A3-4F2CBCC193EA,Handel och värdemätare  Arkeologisk samling,Vikt 79.7 g  Diameter 71 mm  Diameter 5 mm,1,800 – 1100,Vikingatid,119_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
Permisk halsring,178_HST,33758,Undernummer: 395,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Permisk halsring - 80,https://samlingar.shm.se/object/F4BBBB2E-7238-4DA1-9F27-7999FEE752F4,Handel och värdemätare  Arkeologisk samling,Vikt 19.5 g  Diameter 64 mm  Diameter 4 mm,1,800 – 1100,Vikingatid,178_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
Permisk halsring,237_HST,33758,Undernummer: 452,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Permisk halsring - 81,https://samlingar.shm.se/object/90054C9F-44B9-46AE-8625-8EB44F41D7CF,Handel och värdemätare  Arkeologisk samling,Vikt 41 g  Diameter 63 mm  Diameter 4 mm,1,800 – 1100,Vikingatid,237_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
spiralring,244_HST,33758,Undernummer: 459,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,spiralring - 82,https://samlingar.shm.se/object/4917626D-D789-4587-95E8-9E71DAB4AC29,Handel och värdemätare  Arkeologisk samling,Vikt 58.5 g  Diameter 71 mm  Bredd 4 mm,1,800 – 1100,Vikingatid,244_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
Mynthänge,46_HST,33758,Undernummer: 50,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Mynthänge - 83,https://samlingar.shm.se/object/32ECD6F0-CE46-476D-81D0-512997A43085,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,Vikt 49.3 g,38,800 – 1100,Vikingatid,46_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
Barr,50_HST,33758,Undernummer: 57,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Barr - 84,https://samlingar.shm.se/object/7018CC3C-AE00-42BE-96CD-735E7426B5D4,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 10 g  Längd 36 mm  Bredd 7 mm  Tjocklek 6.5 mm,1,800 – 1100,Vikingatid,50_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
Barr,64_HST,33758,Undernummer: 113,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Barr - 85,https://samlingar.shm.se/object/50EEAB6B-F3BC-4F28-BF91-83BBCB2D9CB7,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 14.5 g  Längd 28 mm  Bredd 12 mm  Tjocklek 8 mm,1,800 – 1100,Vikingatid,64_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
Barr,66_HST,33758,Undernummer: 118,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Barr - 86,https://samlingar.shm.se/object/9E84D597-2B03-49D4-AA4A-071787E9624C,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 38.2 g  Längd 72.5 mm  Bredd 9 mm  Tjocklek 8 mm,1,800 – 1100,Vikingatid,66_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
Barr,114_HST,33758,Undernummer: 176,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Barr - 87,https://samlingar.shm.se/object/4097C092-D6CC-4A36-BC5D-0B3FF0EFBC81,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 98.9 g  Längd 73 mm  Bredd 14 mm  Tjocklek 9 mm,1,800 – 1100,Vikingatid,114_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
Barr,148_HST,33758,Undernummer: 213,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Barr - 88,https://samlingar.shm.se/object/DD792FC6-35A5-40AD-998C-D3CD1453806D,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 92.6 g  Längd 90 mm  Bredd 14 mm  Tjocklek 12 mm,1,800 – 1100,Vikingatid,148_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
Permisk halsring,183_HST,33758,Undernummer: 396,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Permisk halsring - 89,https://samlingar.shm.se/object/006BB886-232A-4C3C-A2DC-22B0FF3C4C5B,Handel och värdemätare  Arkeologisk samling,Vikt 70 g  Diameter 74 mm  Bredd 6.5 mm  Tjocklek 5.5 mm,1,800 – 1100,Vikingatid,183_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
Armbygel,190_HST,33758,Undernummer: 403,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Armbygel - 90,https://samlingar.shm.se/object/131A599A-BEBF-465D-B2E5-C3FC1775F167,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,Vikt 68.5 g  Diameter 72 mm  Bredd 10 mm  Tjocklek 10 mm  Längd 47 mm  Diameter 4 mm  + Visa 1 till,1,800 – 1100,Vikingatid,190_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
spiralring,239_HST,33758,Undernummer: 454,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,spiralring - 91,https://samlingar.shm.se/object/3B37E24F-101C-41BC-99EF-560613264F35,Handel och värdemätare  Arkeologisk samling,Vikt 83 g  Diameter 68 mm  Bredd 4 mm  Tjocklek 4 mm,1,800 – 1100,Vikingatid,239_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
Konglomerat,240_HST,33758,Undernummer: 455,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Konglomerat - 92,https://samlingar.shm.se/object/7D12A7FD-E23E-4EA6-A284-E4CD166426D4,Handel och värdemätare  Arkeologisk samling,Vikt 77.5 g  Diameter 54 mm  Bredd 5 mm,1,800 – 1100,Vikingatid,240_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
Permisk halsring,241_HST,33758,Undernummer: 456,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,Permisk halsring - 93,https://samlingar.shm.se/object/3DC2764C-D443-4123-B462-91AEBC60F94D,Handel och värdemätare  Arkeologisk samling,Vikt 101 g  Diameter 75 mm  Diameter 5 mm,1,800 – 1100,Vikingatid,241_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
spiralring,242_HST,33758,Undernummer: 457,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,1,Historiska museet,spiralring - 94,https://samlingar.shm.se/object/CE4F846C-3786-441F-9986-41B1929A1DB4,Handel och värdemätare  Arkeologisk samling,Vikt 43 g  Diameter 59 mm  Bredd 4.5 mm  Tjocklek 4.5 mm,1,800 – 1100,Vikingatid,242_HST,33758,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33758,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 1,KML (inlösen),Spillingskatten,,,,57.7280603,18.7542093
spiralring,808_HST,33759,Undernummer: 58,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 95,https://samlingar.shm.se/object/FFFB8BFF-ADB4-40E7-8CA4-C0214E43F6A3,Handel och värdemätare  Arkeologisk samling,Vikt 98.68 g  Diameter 75 mm  Bredd 4 mm  Tjocklek 4 mm,1,800 – 1100,Vikingatid,808_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,825_HST,33759,Undernummer: 87,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 96,https://samlingar.shm.se/object/CCF5EB95-5F2B-4108-847B-98A5C76F8ABF,Handel och värdemätare  Arkeologisk samling,Vikt 176.6 g  Diameter 80 mm  Bredd 6.5 mm  Tjocklek 7 mm,1,800 – 1100,Vikingatid,825_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Konglomerat,859_HST,33759,Undernummer: 153,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Konglomerat - 97,https://samlingar.shm.se/object/F8EE03E8-28C8-413E-9E31-EFA8D1C1ECB5,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,Vikt 43.49 g  Diameter 47 mm  Diameter 30.5 mm,,800 – 1100,Vikingatid,859_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Permisk halsring,891_HST,33759,Undernummer: 203,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Permisk halsring - 98,https://samlingar.shm.se/object/ECB757FD-0688-4249-AE08-8C6BBF3376ED,Handel och värdemätare  Arkeologisk samling,Vikt 95.87 g  Diameter 72 mm  Diameter 5 mm,1,800 – 1100,Vikingatid,891_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,926_HST,33759,Undernummer: 255,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 99,https://samlingar.shm.se/object/8B0C3D38-3355-4590-93A4-49EDDB86E8AE,Handel och värdemätare  Arkeologisk samling,Vikt 82.59 g  Diameter 68 mm  Bredd 4 mm  Tjocklek 4 mm,1,800 – 1100,Vikingatid,926_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,974_HST,33759,Undernummer: 314,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 100,https://samlingar.shm.se/object/1413D8D4-DD5A-4DCF-B36D-6D4637323FF6,Handel och värdemätare  Arkeologisk samling,Vikt 43.12 g  Bredd 5 mm  Tjocklek 4.5 mm,1,800 – 1100,Vikingatid,974_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Permisk halsring,992_HST,33759,Undernummer: 342,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Permisk halsring - 101,https://samlingar.shm.se/object/65B8BDEF-EAB8-4C9A-BA51-F6960FDA1CEC,Handel och värdemätare  Arkeologisk samling,Vikt 42.81 g  Diameter 67 mm  Diameter 4 mm,1,800 – 1100,Vikingatid,992_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralten,1009_HST,33759,Undernummer: 360,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralten - 102,https://samlingar.shm.se/object/C1D124EC-24C6-41CF-AAC3-5C6E73BA27DD,Handel och värdemätare  Arkeologisk samling,Vikt 101 g  Diameter 72 mm  Bredd 5 mm  Tjocklek 4.5 mm,1,800 – 1100,Vikingatid,1009_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
Permisk halsring,1010_HST,33759,Undernummer: 361,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,Permisk halsring - 103,https://samlingar.shm.se/object/98A6108D-D2F7-47EB-B484-F33E4116DC14,Handel och värdemätare  Arkeologisk samling,Vikt 60 g  Diameter 68 mm  Diameter 4.5 mm,1,800 – 1100,Vikingatid,1010_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1041_HST,33759,Undernummer: 416,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 104,https://samlingar.shm.se/object/5DF87109-7706-46BA-8DF6-97F789A42B48,Handel och värdemätare  Arkeologisk samling,Vikt 96.5 g  Diameter 63 mm  Bredd 5.5 mm  Tjocklek 5.5 mm,1,800 – 1100,Vikingatid,1041_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1111_HST,33759,Undernummer: 494,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 105,https://samlingar.shm.se/object/6B72008A-F7BF-40FD-A5D4-5EA9174DE6B2,Handel och värdemätare  Arkeologisk samling,Vikt 101.78 g  Diameter 52 mm  Bredd 4 mm  Tjocklek 4 mm,1,800 – 1100,Vikingatid,1111_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1128_HST,33759,Undernummer: 521,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 106,https://samlingar.shm.se/object/744D0F72-BBBC-4B0D-A00A-112BAE431504,Handel och värdemätare  Arkeologisk samling,Vikt 100.13 g  Diameter 57 mm  Bredd 4 mm  Tjocklek 4 mm,1,800 – 1100,Vikingatid,1128_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1142_HST,33759,Undernummer: 536,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 107,https://samlingar.shm.se/object/A9364E8F-9E92-494B-9241-4C3691D75E7C,Handel och värdemätare  Arkeologisk samling,Vikt 89.04 g  Diameter 73 mm  Bredd 4.5 mm  Tjocklek 4.5 mm,1,800 – 1100,Vikingatid,1142_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
spiralring,1208_HST,33759,Undernummer: 657,Silver,Spillings,L1976:7626,Othem socken,Gotland,Sverige,Skattfynd,2,Historiska museet,spiralring - 108,https://samlingar.shm.se/object/39E8C2B2-2157-461B-96B2-2C204668C5C2,Handel och värdemätare  Arkeologisk samling,Vikt 97 g  Diameter 71 mm  Bredd 4.5 mm  Tjocklek 4.5 mm,1,800 – 1100,Vikingatid,1208_HST,33759,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=33759,2002,"Plats: Spillings, Fornlämning: L1976:7626, Fastighet: Spillings 1:36, Socken: Othem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",Skattfynd: 2,,,,,,57.7280603,18.7542093
