Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Storlek,Antal,Datering,Tidsperiod,Föremålsnummer,Förvärvsnummer,Omnämns i katalog,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Förvärvsmetod,Kontextnamn,Historisk plats,Undersökare,Undersökningsår,latitude,longitude
Dirhem,569318_HST,34000,Undernummer: Bj 834,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,834,Historiska museet,Dirhem - 182,https://samlingar.shm.se/object/F3261887-A1E8-4C55-B3E2-19021EA7A24A,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,569318_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 834",KML,Bj 834,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Vikt,570392_HST,34000,Undernummer: Bj 836,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kistgrav,836,Historiska museet,Vikt - 183,https://samlingar.shm.se/object/9B806A7E-0D2D-43C4-8458-1571B950EF3D,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,570392_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kistgrav, Grav, Obekant yttre gravskick: 836",KML,Bj 836,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Vikt,555389_HST,34000,Undernummer: Bj 496,"Järn, Brons","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,496,Historiska museet,Vikt - 184,https://samlingar.shm.se/object/49984B00-032B-4145-85DD-380914249478,Handel och värdemätare  Arkeologisk samling,,3,800 – 1100,Vikingatid,555389_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 496",KML,Bj 496,"Birka, Adelsö socken","Stolpe, Hjalmar",1876,,
Bipolär vikt,586742_HST,34000,Undernummer: Bj 750,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,Bipolär vikt - 185,https://samlingar.shm.se/object/BE11DE43-2713-4F1B-A7F4-A602EA78F504,Handel och värdemätare  Arkeologisk samling,Diameter 22 mm,1,800 – 1100,Vikingatid,586742_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",KML,Bj 750,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Bipolär vikt,548782_HST,34000,Undernummer: Bj 1074,Brons,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,1074,Historiska museet,Bipolär vikt - 186,https://samlingar.shm.se/object/6AF1DB17-59A2-453C-A382-0501012DBD03,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,548782_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 1074",KML,Bj 1074,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Bipolär vikt,570399_HST,34000,Undernummer: Bj 837,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kistgrav,837,Historiska museet,Bipolär vikt - 187,https://samlingar.shm.se/object/32CF0FCB-7F3A-45F9-804F-AAA7D57A8F48,Handel och värdemätare  Arkeologisk samling,,2,800 – 1100,Vikingatid,570399_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kistgrav, Grav, Obekant yttre gravskick: 837",KML,Bj 837,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Vikt,561391_HST,34000,Undernummer: Bj 581,"Järn, Brons","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,581,Historiska museet,Vikt - 188,https://samlingar.shm.se/object/D53308AE-BC07-496A-8E5A-61F039CE3F8F,Handel och värdemätare  Arkeologisk samling,Diameter 15 mm  Höjd 11 mm,2,800 – 1100,Vikingatid,561391_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 581",KML,Bj 581,"Birka, Adelsö socken","Stolpe, Hjalmar",1878,,
Stav,561389_HST,34000,Undernummer: Bj 760,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,760,Historiska museet,Stav - 189,https://samlingar.shm.se/object/3A4D2AA9-C606-453B-9559-6C3E4FC910CD,Religion och kult  Handel och värdemätare  Arkeologisk samling,Vikt 245 g  Bredd 72 mm  Höjd 12 mm,,800 – 1100,Vikingatid,561389_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 760",KML,Bj 760,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Dirhem,569324_HST,34000,Undernummer: Bj 834,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,834,Historiska museet,Dirhem - 190,https://samlingar.shm.se/object/60FAE4BA-0C1B-445F-A458-F5C1B6302B6B,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,569324_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 834",KML,Bj 834,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Dirhem,569327_HST,34000,Undernummer: Bj 834,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,834,Historiska museet,Dirhem - 191,https://samlingar.shm.se/object/54025EC0-433E-4FEC-A1E4-C5C234013F44,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,569327_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 834",KML,Bj 834,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
polyedrisk vikt/ringspänne,586744_HST,34000,Undernummer: Bj 750,Cu-legering,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,polyedrisk vikt/ringspänne - 192,https://samlingar.shm.se/object/D7507CA3-7F10-44FA-A298-3E35D685ED55,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,586744_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",KML,Bj 750,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Vikt,558061_HST,34000,Undernummer: Bj 543,"Järn, Brons","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,543,Historiska museet,Vikt - 193,https://samlingar.shm.se/object/40C94E69-60C6-474F-BD60-E91D977DE1C9,Handel och värdemätare  Arkeologisk samling,Vikt 5.2 g,1,800 – 1100,Vikingatid,558061_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 543",KML,Bj 543,"Birka, Adelsö socken","Stolpe, Hjalmar",1878,,
Vikt,474407_HST,34000,Undernummer: Bj 137,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,137,Historiska museet,Vikt - 194,https://samlingar.shm.se/object/31E1706E-C83E-4725-BACE-0391D4F25344,Handel och värdemätare  Arkeologisk samling,Vikt 3.8 g  Diameter 10.5 mm  Höjd 8.5 mm  Diameter 10.6 mm,1,800 – 1100,Vikingatid,474407_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 137",KML,Bj 137,"Birka, Adelsö socken","Stolpe, Hjalmar",1875,,
Bipolär vikt,362640_HST,34000,Undernummer: Bj 750,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,Bipolär vikt - 195,https://samlingar.shm.se/object/76D75F2C-55A3-46B8-A23F-81CB3DBF33EE,Handel och värdemätare  Arkeologisk samling,Diameter 25 mm,1,800 – 1100,Vikingatid,362640_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",KML,Bj 750,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Polyedrisk vikt,364442_HST,34000,Undernummer: Bj 838,Brons,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,838,Historiska museet,Polyedrisk vikt - 196,https://samlingar.shm.se/object/6998AE4E-CF15-43C2-BF8B-B7133A30CAF5,Handel och värdemätare  Arkeologisk samling,Längd 8 mm  Höjd 8 mm,1,800 – 1100,Vikingatid,364442_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 838",KML,Bj 838,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Bipolär vikt,611289_HST,34000,Undernummer: Bj 962,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,962,Historiska museet,Bipolär vikt - 197,https://samlingar.shm.se/object/B342186B-0517-4025-BAAA-47B588F51119,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,611289_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Flatmarksgrav: 962",KML,Bj 962,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Vikt,614630_HST,34000,Undernummer: Bj 984,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,984,Historiska museet,Vikt - 198,https://samlingar.shm.se/object/EEC50773-18AF-4EF5-ADCD-65F1F42651BA,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,614630_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Obekant yttre gravskick: 984",KML,Bj 984,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Bipolär vikt,611340_HST,34000,Undernummer: Bj 963,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,963,Historiska museet,Bipolär vikt - 199,https://samlingar.shm.se/object/4867A35D-1103-41D3-B161-274B801C15AF,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,611340_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 963",KML,Bj 963,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
Vikt,570086_HST,34000,Undernummer: Bj 835,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,835,Historiska museet,Vikt - 200,https://samlingar.shm.se/object/E4896186-51B1-46E0-98BA-8DC2C1903927,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,570086_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Hög: 835",KML,Bj 835,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Vikt,576131_HST,34000,Undernummer: Bj 1077,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,1077,Historiska museet,Vikt - 201,https://samlingar.shm.se/object/DC93055F-A28F-4CD9-A1D5-98478709E5D7,Handel och värdemätare  Arkeologisk samling,,2,800 – 1100,Vikingatid,576131_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Flatmarksgrav: 1077",KML,Bj 1077,"Birka, Adelsö socken","Stolpe, Hjalmar",1881,,
måttstav/völvestav,572533_HST,34000,Undernummer: Bj 845,"Järn, Cu-legering, Trä, Textil","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,845,Historiska museet,måttstav/völvestav - 202,https://samlingar.shm.se/object/AEFE38DE-E72B-4BA8-8A18-3FF7A75FA866,Religion och kult  Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,572533_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 845",KML,Bj 845,"Birka, Adelsö socken","Stolpe, Hjalmar",,,
Stav,364472_HST,34000,Undernummer: Bj 760,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,760,Historiska museet,Stav - 203,https://samlingar.shm.se/object/65FC5CAD-DC95-47EF-B086-D4E1039276C4,Religion och kult  Handel och värdemätare  Arkeologisk samling,Vikt 370 g  Längd 45.5 cm,1,800 – 1100,Vikingatid,364472_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 760",KML,Bj 760,"Birka, Adelsö socken","Stolpe, Hjalmar",1879,,
Polyedrisk vikt,364444_HST,34000,Undernummer: Bj 581,Brons,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,581,Historiska museet,Polyedrisk vikt - 204,https://samlingar.shm.se/object/93F1BD22-B620-407B-9DF4-EB12CFED7147,Handel och värdemätare  Arkeologisk samling,Längd 9 mm  Höjd 9 mm,1,800 – 1100,Vikingatid,364444_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Flatmarksgrav: 581",KML,Bj 581,"Birka, Adelsö socken","Stolpe, Hjalmar",1878,,
Trind ten,268497_HST,5208,Undernummer: 9,Silver,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,,,Historiska museet,Trind ten - 205,https://samlingar.shm.se/object/9ABB01B6-A718-4C98-8F26-629DC802D0C3,Handel och värdemätare  Arkeologisk samling,,1,800 – 1100,Vikingatid,268497_HST,5208,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=5208,1874,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige",,KML,,"Birka, Adelsö socken","Stolpe, Hjalmar",,,
Polyedrisk vikt,371945_HST,34000,Undernummer: Bj 542,Brons,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,542,Historiska museet,Polyedrisk vikt - 206,https://samlingar.shm.se/object/2C472272-92AA-4380-A19B-027FFAE2DBBB,Handel och värdemätare  Arkeologisk samling,,5,800 – 1100,Vikingatid,371945_HST,34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,2000,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 542",KML,Bj 542,"Birka, Adelsö socken","Stolpe, Hjalmar",1878,,
Vikt,372289_HST,,FID: 372289,"Järn, Brons",,,,,Sverige,,,Historiska museet,Vikt - 207,https://samlingar.shm.se/object/FEC64F17-2E26-4CAE-BBBF-7EB68261EC7E,Arkeologisk samling  Handel och värdemätare,Höjd 25 mm  Tjocklek 35 mm,1,800 – 1100,Vikingatid,372289_HST,,,,Land: Sverige,,,,,,,46.3144754,11.0480288
Bipolär vikt,371770_HST,16835,Undernummer: 2,"Brons, Järn",Tystebols,,Stenkyrka socken,Gotland,Sverige,,,Historiska museet,Bipolär vikt - 208,https://samlingar.shm.se/object/B5B8200F-E7CB-4057-97EA-EF2FEE3CEC90,Arkeologisk samling  Handel och värdemätare,Diameter 68 mm,2,800 – 1100,Vikingatid,371770_HST,16835,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=16835,1922,"Plats: Tystebols, Socken: Stenkyrka socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,,57.7848199,18.5483122
Kärl,914288_HST,21668,Undernummer: 23,Täljsten,Stora Ryk,L1966:6011,Färgelanda socken,Dalsland,Sverige,Skattfynd,,Historiska museet,Kärl - 209,https://samlingar.shm.se/object/C36F4397-79A0-4E51-9F6C-6867B6225E87,Handel och värdemätare  Arkeologisk samling,Längd 213 mm  Bredd 170 mm  Tjocklek 17 mm,1,800 – 1100,Vikingatid,914288_HST,21668,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=21668,1937,"Plats: Stora Ryk, Fornlämning: L1966:6011, Socken: Färgelanda socken, Kommun: Färgelanda kommun, Landskap: Dalsland, Land: Sverige",Skattfynd,,,,,,58.5563495,11.9635365
Tråd,974449_HST,35000,Fyndnummer: 20796,Silver,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1024,Historiska museet,Tråd - 210,https://samlingar.shm.se/object/558AC172-ABF2-49B8-B3AA-F5FD144274CB,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 0.1 g  Diameter 55 mm,1,800 – 1100,Vikingatid,974449_HST,35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1024",KML,R001024,"Birka, Adelsö socken","Ambrosiani, Björn",5/29/90,,
Bitsilver,975152_HST,35000,Fyndnummer: 23335,Silver,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1074,Historiska museet,Bitsilver - 211,https://samlingar.shm.se/object/258FE94C-9484-4BC9-AC13-94A641B07489,Handel och värdemätare  Hantverk och redskap  Arkeologisk samling,Vikt 1.91 g  Längd 18 mm  Diameter 4 mm,1,800 – 1100,Vikingatid,975152_HST,35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1074",KML,R001074,"Birka, Adelsö socken","Ambrosiani, Björn",6/19/90,,
Tråd,975202_HST,35000,Fyndnummer: 23485,Silver,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1044,Historiska museet,Tråd - 212,https://samlingar.shm.se/object/4FFE711F-E469-478E-A4F7-EA2A692B8FA9,Hantverk och redskap  Handel och värdemätare  Arkeologisk samling,Vikt 0.33 g,1,800 – 1100,Vikingatid,975202_HST,35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1044",KML,R001044,"Birka, Adelsö socken","Ambrosiani, Björn",5/30/90,,
Våg,975300_HST,35000,Fyndnummer: 24124,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1086,Historiska museet,Våg - 213,https://samlingar.shm.se/object/2145D551-9A48-43A5-9FFB-8E42FDA69E56,Handel och värdemätare  Arkeologisk samling,Vikt 1 g  Längd 59 mm  Bredd 800 mm  Tjocklek 200 mm,1,800 – 1100,Vikingatid,975300_HST,35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1086",KML,R001086,"Birka, Adelsö socken","Ambrosiani, Björn",6/6/90,,
Våggaffel,986742_HST,35000,Fyndnummer: 25448,Ben/Horn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1124,Historiska museet,Våggaffel - 214,https://samlingar.shm.se/object/30163726-8936-474B-AEC5-B115168BC6AD,Handel och värdemätare  Hantverk och redskap  Arkeologisk samling,Längd 38 mm,1,800 – 1100,Vikingatid,986742_HST,35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1124",KML,R001124,"Birka, Adelsö socken","Ambrosiani, Björn",7/25/90,,
Föremål,984806_HST,35000,Fyndnummer: 88901,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2740,Historiska museet,Föremål - 215,https://samlingar.shm.se/object/203D979F-5894-4432-98E8-E3C26FEE819F,Handel och värdemätare  Hantverk och redskap  Arkeologisk samling,Vikt 1 g,1,800 – 1100,Vikingatid,984806_HST,35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2740",KML,R002740,"Birka, Adelsö socken","Ambrosiani, Björn",8/5/91,,
Våg,985844_HST,35000,Fyndnummer: 42908,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2263,Historiska museet,Våg - 216,https://samlingar.shm.se/object/C0B8A29D-F3AE-4DB5-84BC-4C935E96D005,Handel och värdemätare  Arkeologisk samling,Vikt 7 g  Längd 48 mm,1,800 – 1100,Vikingatid,985844_HST,35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2263",KML,R002263,"Birka, Adelsö socken","Ambrosiani, Björn",6/12/92,,
Våg,985993_HST,35000,Fyndnummer: 43073,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,3145,Historiska museet,Våg - 217,https://samlingar.shm.se/object/DEBF30B0-ADC7-4621-AAB4-0995E3420864,Handel och värdemätare  Arkeologisk samling,Vikt 8 g,1,800 – 1100,Vikingatid,985993_HST,35000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 3145",KML,R003145,"Birka, Adelsö socken","Ambrosiani, Björn",8/17/92,,
