,Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Artbedömning,Benslagsbedömning,Museum,Unique Name,Catalog Link,Extra Details
148,denar,549503_HST,34000,Undernummer: Bj 418,Silver,"Björkö, Borgs hage",L2017:1478,Adelsö socken,Uppland,Sverige,Brandgrav,418,,,Historiska museet,denar - 149,https://samlingar.shm.se/object/047A2FC5-7BAE-4509-B3E5-4970E4CBFD1B,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""denar  Mynt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""549503_HST"", ""Andra nummer"": ""Undernummer: Bj 418  FID: 549503"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Borgs hage, Fornl\u00e4mning: L2017:1478, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Brandgrav, Grav, H\u00f6g: 418"", ""Kontextnamn"": ""Bj 418"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1876""}"
149,Bipolär vikt,535254_HST,34000,Undernummer: Bj 919,"Järn, Brons","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kistgrav,919,,,Historiska museet,Bipolär vikt - 150,https://samlingar.shm.se/object/17B4BC87-9B13-4013-A57C-CAA23CCA43D9,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Bipol\u00e4r vikt  Vikt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""J\u00e4rn  Brons"", ""Antal"": ""1"", ""Antal fragment"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""535254_HST"", ""Andra nummer"": ""Undernummer: Bj 919  FID: 535254"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kistgrav, Grav, H\u00f6g: 919"", ""Kontextnamn"": ""Bj 919"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar""}"
150,Bipolär vikt,548782_HST,34000,Undernummer: Bj 1074,Brons,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,1074,,,Historiska museet,Bipolär vikt - 151,https://samlingar.shm.se/object/6AF1DB17-59A2-453C-A382-0501012DBD03,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Bipol\u00e4r vikt  Vikt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Brons"", ""Antal"": ""1"", ""Antal fragment"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""548782_HST"", ""Andra nummer"": ""Undernummer: Bj 1074  FID: 548782"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kammargrav, Grav, H\u00f6g: 1074"", ""Kontextnamn"": ""Bj 1074"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1881""}"
151,Rund vikt,614511_HST,34000,Undernummer: Bj 973,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,973,,,Historiska museet,Rund vikt - 152,https://samlingar.shm.se/object/EB6AB6BE-40E4-4E8D-A421-1180174A2F01,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Rund vikt  Vikt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""J\u00e4rn  Cu-legering"", ""Antal"": ""1"", ""Antal fragment"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""614511_HST"", ""Andra nummer"": ""Undernummer: Bj 973  FID: 614511"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kammargrav, Grav, H\u00f6g: 973"", ""Kontextnamn"": ""Bj 973"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1881""}"
152,Bipolär vikt,611134_HST,34000,Undernummer: Bj 957,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,957,,,Historiska museet,Bipolär vikt - 153,https://samlingar.shm.se/object/116F1911-43B4-4486-82CB-45872C416B20,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Bipol\u00e4r vikt  Vikt  Fragment"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""J\u00e4rn  Cu-legering"", ""Antal"": ""1"", ""Antal fragment"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""611134_HST"", ""Andra nummer"": ""Undernummer: Bj 957  FID: 611134"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kammargrav, Grav, Obekant yttre gravskick: 957"", ""Kontextnamn"": ""Bj 957"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1881""}"
153,bärnstensstycke,611351_HST,34000,Undernummer: Bj 963,Bärnsten,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,963,,,Historiska museet,bärnstensstycke - 154,https://samlingar.shm.se/object/FCAC5232-1FFA-4DC4-AF30-380C33118FF3,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""b\u00e4rnstensstycke"", ""Kategori"": ""Hantverk och redskap  Dr\u00e4kt och personlig utrustning  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""B\u00e4rnsten"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""611351_HST"", ""Andra nummer"": ""Undernummer: Bj 963  FID: 611351"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kammargrav, Grav, Flatmarksgrav: 963"", ""Kontextnamn"": ""Bj 963"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1881""}"
154,Rund vikt,613948_HST,34000,Undernummer: Bj 991A,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kistgrav,991A,,,Historiska museet,Rund vikt - 155,https://samlingar.shm.se/object/8AA6AAC8-D685-447E-B257-81BAC70D9C63,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Rund vikt  Vikt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""J\u00e4rn  Cu-legering"", ""Antal"": ""1"", ""Antal fragment"": ""3"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""613948_HST"", ""Andra nummer"": ""Undernummer: Bj 991A  FID: 613948"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kistgrav, Grav: 991A"", ""Kontextnamn"": ""Bj 991A"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1881""}"
155,Stav,561389_HST,34000,Undernummer: Bj 760,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,760,,,Historiska museet,Stav - 156,https://samlingar.shm.se/object/3A4D2AA9-C606-453B-9559-6C3E4FC910CD,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Stav  Fragment"", ""Kategori"": ""Religion och kult  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""J\u00e4rn"", ""Storlek"": ""Vikt 245 g  Bredd 72 mm  H\u00f6jd 12 mm"", ""Antal fragment"": ""5"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""561389_HST"", ""Andra nummer"": ""Undernummer: Bj 760  FID: 561389"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Brandgrav, Grav, H\u00f6g: 760"", ""Kontextnamn"": ""Bj 760"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1879"", ""Delar"": ""1137117_HST""}"
156,Vikt,561391_HST,34000,Undernummer: Bj 581,"Järn, Brons","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,581,,,Historiska museet,Vikt - 157,https://samlingar.shm.se/object/D53308AE-BC07-496A-8E5A-61F039CE3F8F,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Vikt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""J\u00e4rn  Brons"", ""Storlek"": ""Diameter 15 mm  H\u00f6jd 11 mm"", ""Antal"": ""2"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""561391_HST"", ""Andra nummer"": ""Undernummer: Bj 581  FID: 561391"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Norr om Borg, Fornl\u00e4mning: L2017:1478, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kammargrav, Grav, Flatmarksgrav: 581"", ""Kontextnamn"": ""Bj 581"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1878""}"
157,Vikt,558061_HST,34000,Undernummer: Bj 543,"Järn, Brons","Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,543,,,Historiska museet,Vikt - 158,https://samlingar.shm.se/object/40C94E69-60C6-474F-BD60-E91D977DE1C9,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Vikt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""J\u00e4rn  Brons"", ""Storlek"": ""Vikt 5.2 g"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""558061_HST"", ""Andra nummer"": ""Undernummer: Bj 543  FID: 558061"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Norr om Borg, Fornl\u00e4mning: L2017:1478, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kammargrav, Grav, Obekant yttre gravskick: 543"", ""Kontextnamn"": ""Bj 543"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1878""}"
158,Vikt,622102_HST,34000,Undernummer: Bj 979,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,979,,,Historiska museet,Vikt - 159,https://samlingar.shm.se/object/6183FE5E-D583-413D-8EEE-505AA56ADB06,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Vikt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""J\u00e4rn  Cu-legering"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""622102_HST"", ""Andra nummer"": ""Undernummer: Bj 979  FID: 622102"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Skelettgrav, Grav, H\u00f6g: 979"", ""Kontextnamn"": ""Bj 979"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1881""}"
159,Rund vikt,614660_HST,34000,Undernummer: Bj 986,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,986,,,Historiska museet,Rund vikt - 160,https://samlingar.shm.se/object/53A478F8-A6F8-4018-8049-F77A0DE89B08,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Rund vikt  Vikt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""J\u00e4rn  Cu-legering"", ""Antal"": ""1"", ""Antal fragment"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""614660_HST"", ""Andra nummer"": ""Undernummer: Bj 986  FID: 614660"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kammargrav, Grav, H\u00f6g: 986"", ""Kontextnamn"": ""Bj 986"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1881""}"
160,Rund vikt,613789_HST,34000,Undernummer: Bj 968,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,968,,,Historiska museet,Rund vikt - 161,https://samlingar.shm.se/object/4FE0C7C3-390C-46A8-A8EE-0043558FCDC2,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Rund vikt  Vikt  Fragment"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""J\u00e4rn  Cu-legering"", ""Antal"": ""1"", ""Antal fragment"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""613789_HST"", ""Andra nummer"": ""Undernummer: Bj 968  FID: 613789"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kammargrav, Grav, Flatmarksgrav: 968"", ""Kontextnamn"": ""Bj 968"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1881""}"
161,Polyedrisk vikt,613790_HST,34000,Undernummer: Bj 968,Cu-legering,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,968,,,Historiska museet,Polyedrisk vikt - 162,https://samlingar.shm.se/object/EE0A8280-96E8-49B2-8FFA-863A2CD7EE53,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Polyedrisk vikt  Vikt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Cu-legering"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""613790_HST"", ""Andra nummer"": ""Undernummer: Bj 968  FID: 613790"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kammargrav, Grav, Flatmarksgrav: 968"", ""Kontextnamn"": ""Bj 968"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1881""}"
162,Brakteat,581770_HST,34000,Undernummer: Bj 1130,Silver,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,1130,,,Historiska museet,Brakteat - 163,https://samlingar.shm.se/object/C6046D2A-8BF0-43A4-959E-BF9A7616B224,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Brakteat  H\u00e4nge"", ""Kategori"": ""Dr\u00e4kt och personlig utrustning  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 9.6 g"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""581770_HST"", ""Andra nummer"": ""Undernummer: Bj 1130  FID: 581770"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Skelettgrav, Grav, Obekant yttre gravskick: 1130"", ""Kontextnamn"": ""Bj 1130"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1888""}"
163,Bipolär vikt,611137_HST,34000,Undernummer: Bj 957,"Järn, Cu-legering","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,957,,,Historiska museet,Bipolär vikt - 164,https://samlingar.shm.se/object/E2E4220C-CA4D-407A-A566-D833E42B13E0,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Bipol\u00e4r vikt  Vikt  Fragment"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""J\u00e4rn  Cu-legering"", ""Antal"": ""1"", ""Antal fragment"": ""3"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""611137_HST"", ""Andra nummer"": ""Undernummer: Bj 957  FID: 611137"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Kammargrav, Grav, Obekant yttre gravskick: 957"", ""Kontextnamn"": ""Bj 957"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1881""}"
164,Bipolär vikt,611272_HST,34000,Undernummer: Bj 960,Brons,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,960,,,Historiska museet,Bipolär vikt - 165,https://samlingar.shm.se/object/89D7F691-FD00-4045-8559-A832A212AB14,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Bipol\u00e4r vikt  Vikt"", ""Kategori"": ""Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Brons"", ""Antal"": ""1"", ""Antal fragment"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""611272_HST"", ""Andra nummer"": ""Undernummer: Bj 960  FID: 611272"", ""Historisk plats"": ""Birka, Adels\u00f6 socken"", ""F\u00f6rv\u00e4rvsnummer"": ""34000"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6, Hemlanden, Fornl\u00e4mning: L2017:1904, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Skelettgrav, Grav, Flatmarksgrav: 960"", ""Kontextnamn"": ""Bj 960"", ""Unders\u00f6kare"": ""Stolpe, Hjalmar"", ""Unders\u00f6knings\u00e5r"": ""1881""}"
