,Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Artbedömning,Benslagsbedömning,Museum,Unique Name,Catalog Link,Extra Details
23,Ten,1381553_HST,36795,Fyndnummer: 5,Cu-legering,"Nyby, väg 288 mellan Hov och Alunda",L1940:6403,Stavby socken,Uppland,Sverige,Ässja,410,,,Historiska museet,Ten - 24,https://samlingar.shm.se/object/62A59F46-07DF-4E19-9A94-7C9E0B245A4D,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Ten"", ""Material"": ""Cu-legering"", ""Storlek"": ""Vikt 1 g"", ""Antal"": ""1"", ""F\u00f6rem\u00e5lsnummer"": ""1381553_HST"", ""Andra nummer"": ""Fyndnummer: 5  FID: 1381553"", ""Accessionsdatum"": ""2019-11-07"", ""F\u00f6rv\u00e4rvsnummer"": ""36795"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Nyby, v\u00e4g 288 mellan Hov och Alunda, Fornl\u00e4mning: L1940:6403, Fastighet: Mj\u00f6lsta 1:4, Socken: Stavby socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""\u00c4ssja: 410""}"
24,Spill,1381576_HST,36795,Fyndnummer: 28,Järn,"Nyby, väg 288 mellan Hov och Alunda",L1940:6403,Stavby socken,Uppland,Sverige,Ässja,410,,,Historiska museet,Spill - 25,https://samlingar.shm.se/object/4E0C4EED-6FDF-4BDC-AF38-2757BC2CF8C2,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Spill"", ""Material"": ""J\u00e4rn"", ""Storlek"": ""Vikt 4 g"", ""Antal"": ""1"", ""F\u00f6rem\u00e5lsnummer"": ""1381576_HST"", ""Andra nummer"": ""Fyndnummer: 28  FID: 1381576"", ""Accessionsdatum"": ""2019-11-07"", ""F\u00f6rv\u00e4rvsnummer"": ""36795"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Nyby, v\u00e4g 288 mellan Hov och Alunda, Fornl\u00e4mning: L1940:6403, Fastighet: Mj\u00f6lsta 1:4, Socken: Stavby socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""\u00c4ssja: 410""}"
25,Spik,1381575_HST,36795,Fyndnummer: 27,Järn,"Nyby, väg 288 mellan Hov och Alunda",L1940:6403,Stavby socken,Uppland,Sverige,Ässja,410,,,Historiska museet,Spik - 26,https://samlingar.shm.se/object/5818F04D-7564-4909-9F60-473D2A7245C0,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Spik"", ""Material"": ""J\u00e4rn"", ""Storlek"": ""Vikt 8 g"", ""Antal"": ""1"", ""F\u00f6rem\u00e5lsnummer"": ""1381575_HST"", ""Andra nummer"": ""Fyndnummer: 27  FID: 1381575"", ""Accessionsdatum"": ""2019-11-07"", ""F\u00f6rv\u00e4rvsnummer"": ""36795"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Nyby, v\u00e4g 288 mellan Hov och Alunda, Fornl\u00e4mning: L1940:6403, Fastighet: Mj\u00f6lsta 1:4, Socken: Stavby socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""\u00c4ssja: 410""}"
26,Spik,1381589_HST,36795,Fyndnummer: 41,Järn,"Nyby, väg 288 mellan Hov och Alunda",L1940:6403,Stavby socken,Uppland,Sverige,Ässja,410,,,Historiska museet,Spik - 27,https://samlingar.shm.se/object/070BA73E-076B-494D-9E3A-C3AC19CE3DC7,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Spik"", ""Material"": ""J\u00e4rn"", ""Storlek"": ""Vikt 6 g"", ""Antal"": ""1"", ""F\u00f6rem\u00e5lsnummer"": ""1381589_HST"", ""Andra nummer"": ""Fyndnummer: 41  FID: 1381589"", ""Accessionsdatum"": ""2019-11-07"", ""F\u00f6rv\u00e4rvsnummer"": ""36795"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Nyby, v\u00e4g 288 mellan Hov och Alunda, Fornl\u00e4mning: L1940:6403, Fastighet: Mj\u00f6lsta 1:4, Socken: Stavby socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""\u00c4ssja: 410""}"
27,Spik,1381590_HST,36795,Fyndnummer: 42,Järn,"Nyby, väg 288 mellan Hov och Alunda",L1940:6403,Stavby socken,Uppland,Sverige,Ässja,410,,,Historiska museet,Spik - 28,https://samlingar.shm.se/object/05EDC412-3BCD-4D6E-AEAC-4B5FC2AADAC6,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Spik"", ""Material"": ""J\u00e4rn"", ""Storlek"": ""Vikt 2 g"", ""Antal"": ""1"", ""F\u00f6rem\u00e5lsnummer"": ""1381590_HST"", ""Andra nummer"": ""Fyndnummer: 42  FID: 1381590"", ""Accessionsdatum"": ""2019-11-07"", ""F\u00f6rv\u00e4rvsnummer"": ""36795"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Nyby, v\u00e4g 288 mellan Hov och Alunda, Fornl\u00e4mning: L1940:6403, Fastighet: Mj\u00f6lsta 1:4, Socken: Stavby socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""\u00c4ssja: 410""}"
28,Hästskosöm,1381591_HST,36795,Fyndnummer: 43,Järn,"Nyby, väg 288 mellan Hov och Alunda",L1940:6403,Stavby socken,Uppland,Sverige,Ässja,410,,,Historiska museet,Hästskosöm - 29,https://samlingar.shm.se/object/CDC53853-1C68-4455-B850-24B1113668E1,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""H\u00e4stskos\u00f6m"", ""Material"": ""J\u00e4rn"", ""Storlek"": ""Vikt 4 g"", ""Antal"": ""1"", ""F\u00f6rem\u00e5lsnummer"": ""1381591_HST"", ""Andra nummer"": ""Fyndnummer: 43  FID: 1381591"", ""Accessionsdatum"": ""2019-11-07"", ""F\u00f6rv\u00e4rvsnummer"": ""36795"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Nyby, v\u00e4g 288 mellan Hov och Alunda, Fornl\u00e4mning: L1940:6403, Fastighet: Mj\u00f6lsta 1:4, Socken: Stavby socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""\u00c4ssja: 410""}"
29,Nit,1381588_HST,36795,Fyndnummer: 40,Järn,"Nyby, väg 288 mellan Hov och Alunda",L1940:6403,Stavby socken,Uppland,Sverige,Ässja,410,,,Historiska museet,Nit - 30,https://samlingar.shm.se/object/D9FE4D95-0E77-47AC-9556-FB93E58EF603,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Nit"", ""Material"": ""J\u00e4rn"", ""Storlek"": ""Vikt 7 g"", ""Antal"": ""1"", ""F\u00f6rem\u00e5lsnummer"": ""1381588_HST"", ""Andra nummer"": ""Fyndnummer: 40  FID: 1381588"", ""Accessionsdatum"": ""2019-11-07"", ""F\u00f6rv\u00e4rvsnummer"": ""36795"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Nyby, v\u00e4g 288 mellan Hov och Alunda, Fornl\u00e4mning: L1940:6403, Fastighet: Mj\u00f6lsta 1:4, Socken: Stavby socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""\u00c4ssja: 410""}"
30,Kärl,3135166,36131,Fyndnummer: 149,Keramik,Björkö by,L2013:3012,Adelsö socken,Uppland,Sverige,Lager,471,,,Historiska museet,Kärl - 31,https://samlingar.shm.se/object/14331f46-a50e-4370-8ed6-196e2c3ccd7f,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""K\u00e4rl"", ""Kategori"": ""Arkeologisk samling"", ""Material"": ""Keramik"", ""Storlek"": ""Vikt 7.7 gram"", ""Antal"": ""1"", ""Datering"": ""750 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""3135166"", ""Andra nummer"": ""Fyndnummer: 149"", ""Accessionsdatum"": ""2023-11-17"", ""F\u00f6rv\u00e4rvsnummer"": ""36131"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6 by, Fornl\u00e4mning: L2013:3012, Fastighet: V\u00e4sterg\u00e5rden, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Lager: 471""}"
31,Beslag,1381584_HST,36795,Fyndnummer: 36,Järn,"Nyby, väg 288 mellan Hov och Alunda",L1940:6403,Stavby socken,Uppland,Sverige,Ässja,410,,,Historiska museet,Beslag - 32,https://samlingar.shm.se/object/53FD5105-0AD8-45AA-8004-AABB48D7EB7B,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Beslag"", ""Material"": ""J\u00e4rn"", ""Storlek"": ""Vikt 3 g"", ""Antal"": ""1"", ""F\u00f6rem\u00e5lsnummer"": ""1381584_HST"", ""Andra nummer"": ""Fyndnummer: 36  FID: 1381584"", ""Accessionsdatum"": ""2019-11-07"", ""F\u00f6rv\u00e4rvsnummer"": ""36795"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Nyby, v\u00e4g 288 mellan Hov och Alunda, Fornl\u00e4mning: L1940:6403, Fastighet: Mj\u00f6lsta 1:4, Socken: Stavby socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""\u00c4ssja: 410""}"
32,Spänne,1386891_HST,36069,Fyndnummer: 274,Cu-legering,Rörby,L1940:4235,Bälinge socken,Uppland,Sverige,,,,,Historiska museet,Spänne - 33,https://samlingar.shm.se/object/88075C24-904B-4E27-9E9A-706B83C31D4E,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Sp\u00e4nne"", ""Kategori"": ""Arkeologisk samling"", ""Material"": ""Cu-legering"", ""Storlek"": ""Vikt 2 g"", ""Antal"": ""1"", ""F\u00f6rem\u00e5lsnummer"": ""1386891_HST"", ""Andra nummer"": ""Fyndnummer: 274  FID: 1386891"", ""F\u00f6rv\u00e4rvsnummer"": ""36069"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: R\u00f6rby, Fornl\u00e4mning: L1940:4235, Fastighet: R\u00f6rby 8:6, Socken: B\u00e4linge socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige""}"
33,Mynt,13481_HST,31608,Fyndnummer: 1,Silver,Stora Mellings,,Eksta socken,Gotland,Sverige,,,,,Historiska museet,Mynt - 34,https://samlingar.shm.se/object/10BF7433-84FE-4545-8BDD-EE975CB8A7F5,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Betalningsmedel  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Antal fragment"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""13481_HST"", ""Andra nummer"": ""Fyndnummer: 1  FID: 13481"", ""F\u00f6rv\u00e4rvsnummer"": ""31608"", ""Fyndplats"": ""Plats: Stora Mellings, Fastighet: Stora Mellings 1:11, Socken: Eksta socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige""}"
34,Mynt,12407_HST,31747,Undernummer: 2,Silver,Ocksarve,L1976:174,Hemse socken,Gotland,Sverige,,,,,Historiska museet,Mynt - 35,https://samlingar.shm.se/object/6766B9E0-CBD8-4F51-BC3E-E7131C67DCC2,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Betalningsmedel  Handel och v\u00e4rdem\u00e4tare  Arkeologisk samling"", ""Material"": ""Silver"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""12407_HST"", ""Andra nummer"": ""Undernummer: 2  FID: 12407"", ""F\u00f6rv\u00e4rvsnummer"": ""31747"", ""Fyndplats"": ""Plats: Ocksarve, Fornl\u00e4mning: L1976:174, Fastighet: Ocksarve 2:1, Socken: Hemse socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige""}"
35,Djurhuvudformat spänne,34496_HST,32211,Fyndnummer: 5,Brons,Botarve,,Väte socken,Gotland,Sverige,,,,,Historiska museet,Djurhuvudformat spänne - 36,https://samlingar.shm.se/object/D7A55851-3A44-48B5-911E-DD1BECF1FCD7,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Djurhuvudformat sp\u00e4nne  Sp\u00e4nne"", ""Kategori"": ""Dr\u00e4kttillbeh\u00f6r  Dr\u00e4kt och personlig utrustning  Arkeologisk samling"", ""Material"": ""Brons"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""34496_HST"", ""Andra nummer"": ""Fyndnummer: 5  FID: 34496"", ""F\u00f6rv\u00e4rvsnummer"": ""32211"", ""Fyndplats"": ""Plats: Botarve, Fastighet: Botarve 1:5, Socken: V\u00e4te socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige""}"
36,Djurhuvudformat spänne,12301_HST,31743,Fyndnummer: 33,Brons,Rangvalds,L1977:9850,Havdhem socken,Gotland,Sverige,,,,,Historiska museet,Djurhuvudformat spänne - 37,https://samlingar.shm.se/object/14805470-55AD-47E2-8696-B94AE3BCA662,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Djurhuvudformat sp\u00e4nne  Sp\u00e4nne"", ""Kategori"": ""Dr\u00e4kttillbeh\u00f6r  Dr\u00e4kt och personlig utrustning  Arkeologisk samling"", ""Material"": ""Brons"", ""Storlek"": ""Bredd 25 mm  H\u00f6jd 16 mm  L\u00e4ngd 46 mm  L\u00e4ngd 46 mm  Bredd 25 mm  H\u00f6jd 16 mm  + Visa 1 till"", ""Antal"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""12301_HST"", ""Andra nummer"": ""Fyndnummer: 33  FID: 12301"", ""F\u00f6rv\u00e4rvsnummer"": ""31743"", ""Fyndplats"": ""Plats: Rangvalds, Fornl\u00e4mning: L1977:9850, Fastighet: Rangvalds 1:10, Socken: Havdhem socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige""}"
37,Ringspänne,13389_HST,31605,Undernummer: II,Brons,Norrkvie,,Grötlingbo socken,Gotland,Sverige,fyndområde,II,,,Historiska museet,Ringspänne - 38,https://samlingar.shm.se/object/662D17D1-0088-49AB-B74F-5E28E6D98FD7,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Ringsp\u00e4nne  Sp\u00e4nne  N\u00e5l"", ""Kategori"": ""Dr\u00e4kttillbeh\u00f6r  Dr\u00e4kt och personlig utrustning  Arkeologisk samling"", ""Material"": ""Brons"", ""Storlek"": ""Bredd 14 mm  L\u00e4ngd 42 mm  L\u00e4ngd 42 mm  Bredd 14 mm"", ""Antal fragment"": ""1"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""13389_HST"", ""Andra nummer"": ""Undernummer: II  Fyndnummer: 4  FID: 13389"", ""F\u00f6rv\u00e4rvsnummer"": ""31605"", ""Fyndplats"": ""Plats: Norrkvie, Fastighet: Norrkvie 1:16, 1:24, Socken: Gr\u00f6tlingbo socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Arkeologisk kontext"": ""fyndomr\u00e5de: II""}"
38,Band,1381560_HST,36795,Fyndnummer: 12,Cu-legering,"Nyby, väg 288 mellan Hov och Alunda",L1940:6403,Stavby socken,Uppland,Sverige,Ässja,410,,,Historiska museet,Band - 39,https://samlingar.shm.se/object/425BBFE4-D91E-4A1D-AB87-A5A1B2804B5F,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Band"", ""Material"": ""Cu-legering"", ""Storlek"": ""Vikt 2 g"", ""Antal"": ""1"", ""F\u00f6rem\u00e5lsnummer"": ""1381560_HST"", ""Andra nummer"": ""Fyndnummer: 12  FID: 1381560"", ""Accessionsdatum"": ""2019-11-07"", ""F\u00f6rv\u00e4rvsnummer"": ""36795"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Nyby, v\u00e4g 288 mellan Hov och Alunda, Fornl\u00e4mning: L1940:6403, Fastighet: Mj\u00f6lsta 1:4, Socken: Stavby socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""\u00c4ssja: 410""}"
39,Kniv,1381574_HST,36795,Fyndnummer: 26,Järn,"Nyby, väg 288 mellan Hov och Alunda",L1940:6403,Stavby socken,Uppland,Sverige,Ässja,410,,,Historiska museet,Kniv - 40,https://samlingar.shm.se/object/4C887C20-0F1B-453F-A59C-3708825CC4FA,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Kniv"", ""Material"": ""J\u00e4rn"", ""Storlek"": ""Vikt 5 g"", ""Antal"": ""1"", ""F\u00f6rem\u00e5lsnummer"": ""1381574_HST"", ""Andra nummer"": ""Fyndnummer: 26  FID: 1381574"", ""Accessionsdatum"": ""2019-11-07"", ""F\u00f6rv\u00e4rvsnummer"": ""36795"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Nyby, v\u00e4g 288 mellan Hov och Alunda, Fornl\u00e4mning: L1940:6403, Fastighet: Mj\u00f6lsta 1:4, Socken: Stavby socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""\u00c4ssja: 410""}"
40,Beslag,1381577_HST,36795,Fyndnummer: 29,Järn,"Nyby, väg 288 mellan Hov och Alunda",L1940:6403,Stavby socken,Uppland,Sverige,Ässja,410,,,Historiska museet,Beslag - 41,https://samlingar.shm.se/object/F48B58BF-F667-45C9-9EC4-936C1C2D83A9,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Beslag"", ""Material"": ""J\u00e4rn"", ""Storlek"": ""Vikt 10 g"", ""Antal"": ""1"", ""F\u00f6rem\u00e5lsnummer"": ""1381577_HST"", ""Andra nummer"": ""Fyndnummer: 29  FID: 1381577"", ""Accessionsdatum"": ""2019-11-07"", ""F\u00f6rv\u00e4rvsnummer"": ""36795"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Nyby, v\u00e4g 288 mellan Hov och Alunda, Fornl\u00e4mning: L1940:6403, Fastighet: Mj\u00f6lsta 1:4, Socken: Stavby socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""\u00c4ssja: 410""}"
41,Kedja,1372855_HST,36593,Fyndnummer: M19,Cu-legering,Raä 160:1,L1976:1007,Lau socken,Gotland,Sverige,,,,,Historiska museet,Kedja - 42,https://samlingar.shm.se/object/3495C87D-2BC6-4542-A03D-D33206793C29,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Kedja"", ""Kategori"": ""Arkeologisk samling"", ""Material"": ""Cu-legering"", ""Storlek"": ""Vikt 3.6 g"", ""Antal"": ""1"", ""Antal fragment"": ""1"", ""F\u00f6rem\u00e5lsnummer"": ""1372855_HST"", ""Andra nummer"": ""Fyndnummer: M19  FID: 1372855"", ""Accessionsdatum"": ""2023-07-14"", ""F\u00f6rv\u00e4rvsnummer"": ""36593"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Ra\u00e4 160:1, Fornl\u00e4mning: L1976:1007, Fastighet: Mattsarve 1:33, Socken: Lau socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige"", ""Unders\u00f6kare"": ""Carlsson, Dan""}"
42,Pilspets,1347354_HST,35463,Fyndnummer: 1000,Järn,Nibble,,Tillinge socken,Uppland,Sverige,,,,,Historiska museet,Pilspets - 43,https://samlingar.shm.se/object/CC4F44FB-309C-4E18-91AC-C250FAE23C78,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Pilspets"", ""Material"": ""J\u00e4rn"", ""Storlek"": ""Vikt 38.5 g"", ""Antal"": ""1"", ""F\u00f6rem\u00e5lsnummer"": ""1347354_HST"", ""Andra nummer"": ""Fyndnummer: 1000  FID: 1347354"", ""F\u00f6rv\u00e4rvsnummer"": ""35463"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Nibble, Socken: Tillinge socken, Kommun: Enk\u00f6ping kommun, Landskap: Uppland, Land: Sverige""}"
43,843b470b-187b-4a48-a4da-d69fc3401a9f,3134921,36130,Fyndnummer: 8,Keramik,Björkö by,L2013:3012,Adelsö socken,Uppland,Sverige,Lager,589,,,Historiska museet,843b470b-187b-4a48-a4da-d69fc3401a9f - 44,https://samlingar.shm.se/object/843b470b-187b-4a48-a4da-d69fc3401a9f,"{""Museum"": ""Historiska museet"", ""Kategori"": ""Arkeologisk samling"", ""Material"": ""Keramik"", ""Antal"": ""1"", ""F\u00f6rem\u00e5lsnummer"": ""3134921"", ""Andra nummer"": ""Fyndnummer: 8"", ""Accessionsdatum"": ""2023-11-17"", ""F\u00f6rv\u00e4rvsnummer"": ""36130"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Bj\u00f6rk\u00f6 by, Fornl\u00e4mning: L2013:3012, Fastighet: V\u00e4sterg\u00e5rden, Socken: Adels\u00f6 socken, Kommun: Eker\u00f6 kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Lager: 589""}"
44,Våg,1386902_HST,36069,Fyndnummer: 281,Cu-legering,Rörby,L1940:4235,Bälinge socken,Uppland,Sverige,,,,,Historiska museet,Våg - 45,https://samlingar.shm.se/object/5537AE3D-22DE-4DEC-8B56-0A50340DBCC8,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""V\u00e5g"", ""Material"": ""Cu-legering"", ""Storlek"": ""Vikt 8 g"", ""Antal"": ""1"", ""F\u00f6rem\u00e5lsnummer"": ""1386902_HST"", ""Andra nummer"": ""Fyndnummer: 281  FID: 1386902"", ""F\u00f6rv\u00e4rvsnummer"": ""36069"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: R\u00f6rby, Fornl\u00e4mning: L1940:4235, Fastighet: R\u00f6rby 8:6, Socken: B\u00e4linge socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige""}"
45,Mynt,15104_HST,31753,Fyndnummer: 1,Silver,Gullarve,L1975:1392,Väte socken,Gotland,Sverige,,,,,Historiska museet,Mynt - 46,https://samlingar.shm.se/object/088CA6B4-A416-47F8-9F86-08D1B69B65C5,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Betalningsmedel  Handel och v\u00e4rdem\u00e4tare"", ""Material"": ""Silver"", ""Antal"": ""10"", ""Datering"": ""800 \u2013 1100"", ""Tidsperiod"": ""Vikingatid"", ""F\u00f6rem\u00e5lsnummer"": ""15104_HST"", ""Andra nummer"": ""Fyndnummer: 1  FID: 15104"", ""F\u00f6rv\u00e4rvsnummer"": ""31753"", ""Fyndplats"": ""Plats: Gullarve, Fornl\u00e4mning: L1975:1392, Fastighet: Gullarve 1:13, Socken: V\u00e4te socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige""}"
46,Knapp,544412_HST,34759,Undernummer: 32,Bly,"Stockholm, Historiska museets stora innergård",Stockholm 73:1,Stockholm stad(0091),Uppland,Sverige,Utfyllnadslager,2,,,Historiska museet,Knapp - 47,https://samlingar.shm.se/object/1F8607EE-067B-4272-8DBE-D4C203E4CD66,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Knapp"", ""Kategori"": ""Dr\u00e4kt och personlig utrustning"", ""Material"": ""Bly"", ""Antal"": ""1"", ""Datering"": ""1800 \u2013 1999"", ""Tidsperiod"": ""1800-tal  1900-tal"", ""F\u00f6rem\u00e5lsnummer"": ""544412_HST"", ""Andra nummer"": ""Undernummer: 32  Fyndnummer: 32  FID: 544412"", ""Accessionsdatum"": ""2008-03-07"", ""F\u00f6rv\u00e4rvsnummer"": ""34759"", ""Fyndplats"": ""Plats: Stockholm, Historiska museets stora innerg\u00e5rd, Fornl\u00e4mning: Stockholm 73:1, Socken: Stockholm stad(0091), Kommun: Stockholm kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""Utfyllnadslager: 2""}"
47,beslagsring,1381578_HST,36795,Fyndnummer: 30,Järn,"Nyby, väg 288 mellan Hov och Alunda",L1940:6403,Stavby socken,Uppland,Sverige,Ässja,410,,,Historiska museet,beslagsring - 48,https://samlingar.shm.se/object/749532B5-BBBB-448F-9336-626295BF677F,"{""Museum"": ""Historiska museet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""beslagsring"", ""Material"": ""J\u00e4rn"", ""Storlek"": ""Vikt 7 g"", ""Antal"": ""1"", ""F\u00f6rem\u00e5lsnummer"": ""1381578_HST"", ""Andra nummer"": ""Fyndnummer: 30  FID: 1381578"", ""Accessionsdatum"": ""2019-11-07"", ""F\u00f6rv\u00e4rvsnummer"": ""36795"", ""F\u00f6rv\u00e4rvsmetod"": ""KML"", ""Fyndplats"": ""Plats: Nyby, v\u00e4g 288 mellan Hov och Alunda, Fornl\u00e4mning: L1940:6403, Fastighet: Mj\u00f6lsta 1:4, Socken: Stavby socken, Kommun: Uppsala kommun, Landskap: Uppland, Land: Sverige"", ""Arkeologisk kontext"": ""\u00c4ssja: 410""}"
