,Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Artbedömning,Benslagsbedömning,Museum,Unique Name,Catalog Link,Extra Details
291,Mynt,3158074,18011,Undernummer: 227,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 292,https://samlingar.shm.se/object/1156d80f-78c6-4831-b0f5-09d13d85ae58,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.1 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158074"", ""Andra nummer"": ""Undernummer: 227"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
292,Mynt,3158075,18011,Undernummer: 179,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 293,https://samlingar.shm.se/object/992a01b1-1a5e-4309-a1ea-ca76864e65ea,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.15 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158075"", ""Andra nummer"": ""Undernummer: 179"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
293,Mynt,3158076,18011,Undernummer: 30,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 294,https://samlingar.shm.se/object/46735d9e-a0fa-4570-a2ea-a52a678b17bb,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.13 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158076"", ""Andra nummer"": ""Undernummer: 30"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
294,Mynt,3158090,18011,Undernummer: 124,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 295,https://samlingar.shm.se/object/f1537b28-2eb7-4345-9736-fc4dbb92c9ff,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.16 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158090"", ""Andra nummer"": ""Undernummer: 124"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
295,Mynt,3158091,18011,Undernummer: 143,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 296,https://samlingar.shm.se/object/793a8433-d219-4a84-92a7-3224b23a7ec1,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.2 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158091"", ""Andra nummer"": ""Undernummer: 143"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
296,Mynt,3158092,18011,Undernummer: 268,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 297,https://samlingar.shm.se/object/1a605d10-dcd3-4245-88bc-63fc74ff7df9,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.16 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158092"", ""Andra nummer"": ""Undernummer: 268"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
297,Mynt,3158093,18011,Undernummer: 25,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 298,https://samlingar.shm.se/object/670eaa1c-7b2c-4d2e-8919-3fb262c40e1e,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.15 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158093"", ""Andra nummer"": ""Undernummer: 25"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
298,Mynt,3158106,18011,Undernummer: 294,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 299,https://samlingar.shm.se/object/3af14717-2472-43aa-9a3d-985a521aeb80,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.09 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158106"", ""Andra nummer"": ""Undernummer: 294"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
299,Mynt,3158107,18011,Undernummer: 202,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 300,https://samlingar.shm.se/object/e769699f-1423-47d0-925a-af7e0d3e7872,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.16 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158107"", ""Andra nummer"": ""Undernummer: 202"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
300,Mynt,3158108,18011,Undernummer: 119,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 301,https://samlingar.shm.se/object/0d0e808b-bb58-45ee-953c-2868e646ee39,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.14 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158108"", ""Andra nummer"": ""Undernummer: 119"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
301,Mynt,3158109,18011,Undernummer: 171,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 302,https://samlingar.shm.se/object/f8c8c0b3-8a0c-4f50-8c6e-6edf37f79700,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.16 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158109"", ""Andra nummer"": ""Undernummer: 171"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
302,Mynt,3158123,18011,Undernummer: 181,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 303,https://samlingar.shm.se/object/ff89c214-8ee8-4c8a-8fd7-97ce941310cf,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.18 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158123"", ""Andra nummer"": ""Undernummer: 181"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
303,Mynt,3158124,18011,Undernummer: 19,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 304,https://samlingar.shm.se/object/5f73c057-cec3-427d-ba33-ee3001279d52,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.14 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158124"", ""Andra nummer"": ""Undernummer: 19"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
304,Mynt,3158125,18011,Undernummer: 164,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 305,https://samlingar.shm.se/object/82349aa1-a3c5-4c4e-8979-36c61992d722,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.14 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158125"", ""Andra nummer"": ""Undernummer: 164"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
305,Mynt,3158126,18011,Undernummer: 284,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 306,https://samlingar.shm.se/object/c3e213dd-5a64-4fbc-b7e7-51cd8b23070a,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.13 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158126"", ""Andra nummer"": ""Undernummer: 284"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
306,Mynt,3158140,18011,Undernummer: 191,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 307,https://samlingar.shm.se/object/71e8e365-3cfa-492d-9636-7c95b137643e,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.1 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158140"", ""Andra nummer"": ""Undernummer: 191"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
307,Mynt,3158141,18011,Undernummer: 242,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 308,https://samlingar.shm.se/object/8dc16dea-152d-4a19-a358-21867e50c381,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.17 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158141"", ""Andra nummer"": ""Undernummer: 242"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
308,Mynt,3158142,18011,Undernummer: 64,Silver,Vreta klosterkyrka,L2010:7938,Vreta kloster socken,Östergötland,Sverige,,,,,Ekonomiska museet - Kungliga myntkabinettet,Mynt - 309,https://samlingar.shm.se/object/a61065aa-b695-42c1-9736-617001995b58,"{""Museum"": ""Ekonomiska museet - Kungliga myntkabinettet"", ""F\u00f6rem\u00e5lsben\u00e4mning"": ""Mynt"", ""Kategori"": ""Fyndmynt"", ""Val\u00f6r"": ""penning"", ""Material"": ""Silver"", ""Storlek"": ""Vikt 0.14 g"", ""Antal"": ""1"", ""Datering"": ""1140 (cirka) \u2013 1220 (cirka)"", ""Tidsperiod"": ""Medeltid"", ""Tillverkningsplats"": ""Gotland"", ""Tillverkare"": ""Ok\u00e4nd (Myntherre)"", ""F\u00f6rem\u00e5lsnummer"": ""3158142"", ""Andra nummer"": ""Undernummer: 64"", ""Litteratur"": ""Svenska mynt under vikingatid och medeltid (ca 995-1521) samt gotl\u00e4ndska mynt (ca 1140-1565), 1970, LL XX (Lagerqvist, Lars O)"", ""F\u00f6rv\u00e4rvsnummer"": ""18011"", ""Omn\u00e4mns i katalog"": ""http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=18011"", ""Fyndplats"": ""Plats: Vreta klosterkyrka, Fornl\u00e4mning: L2010:7938, Socken: Vreta kloster socken, Kommun: Link\u00f6ping kommun, Landskap: \u00d6sterg\u00f6tland, Land: Sverige""}"
